,period,value,time,date
0,7,0.78050229,1705244400.0,2024-01-14 15:00:00+00:00
1,7,0.78039571,1705248000.0,2024-01-14 16:00:00+00:00
2,7,0.78036852,1705251600.0,2024-01-14 17:00:00+00:00
3,7,0.78026099,1705255200.0,2024-01-14 18:00:00+00:00
4,7,0.78024927,1705258800.0,2024-01-14 19:00:00+00:00
5,7,0.78510785,1705262400.0,2024-01-14 20:00:00+00:00
6,7,0.78530777,1705266000.0,2024-01-14 21:00:00+00:00
7,7,0.78253726,1705269600.0,2024-01-14 22:00:00+00:00
8,7,0.78449246,1705273200.0,2024-01-14 23:00:00+00:00
9,7,0.78699971,1705276800.0,2024-01-15 00:00:00+00:00
10,7,0.78908643,1705280400.0,2024-01-15 01:00:00+00:00
11,7,0.78596028,1705284000.0,2024-01-15 02:00:00+00:00
12,7,0.78578459,1705287600.0,2024-01-15 03:00:00+00:00
13,7,0.78577705,1705291200.0,2024-01-15 04:00:00+00:00
14,7,0.78587210,1705294800.0,2024-01-15 05:00:00+00:00
15,7,0.78449638,1705298400.0,2024-01-15 06:00:00+00:00
16,7,0.78423633,1705302000.0,2024-01-15 07:00:00+00:00
17,7,0.78416083,1705305600.0,2024-01-15 08:00:00+00:00
18,7,0.78318464,1705309200.0,2024-01-15 09:00:00+00:00
19,7,0.78293162,1705312800.0,2024-01-15 10:00:00+00:00
20,7,0.78202161,1705316400.0,2024-01-15 11:00:00+00:00
21,7,0.77843132,1705320000.0,2024-01-15 12:00:00+00:00
22,7,0.77843070,1705323600.0,2024-01-15 13:00:00+00:00
23,7,0.77825927,1705327200.0,2024-01-15 14:00:00+00:00
24,7,0.78349167,1705330800.0,2024-01-15 15:00:00+00:00
25,7,0.78322906,1705334400.0,2024-01-15 16:00:00+00:00
26,7,0.77182659,1705338000.0,2024-01-15 17:00:00+00:00
27,7,0.76694710,1705341600.0,2024-01-15 18:00:00+00:00
28,7,0.76526213,1705345200.0,2024-01-15 19:00:00+00:00
29,7,0.76320126,1705348800.0,2024-01-15 20:00:00+00:00
30,7,0.76333980,1705352400.0,2024-01-15 21:00:00+00:00
31,7,0.76386824,1705356000.0,2024-01-15 22:00:00+00:00
32,7,0.76392416,1705359600.0,2024-01-15 23:00:00+00:00
33,7,0.76000251,1705363200.0,2024-01-16 00:00:00+00:00
34,7,0.76008619,1705366800.0,2024-01-16 01:00:00+00:00
35,7,0.76012199,1705370400.0,2024-01-16 02:00:00+00:00
36,7,0.76003530,1705374000.0,2024-01-16 03:00:00+00:00
37,7,0.76180692,1705377600.0,2024-01-16 04:00:00+00:00
38,7,0.76181101,1705381200.0,2024-01-16 05:00:00+00:00
39,7,0.76139407,1705384800.0,2024-01-16 06:00:00+00:00
40,7,0.76137576,1705388400.0,2024-01-16 07:00:00+00:00
41,7,0.75998707,1705392000.0,2024-01-16 08:00:00+00:00
42,7,0.76103726,1705395600.0,2024-01-16 09:00:00+00:00
43,7,0.76109177,1705399200.0,2024-01-16 10:00:00+00:00
44,7,0.76145583,1705402800.0,2024-01-16 11:00:00+00:00
45,7,0.75296830,1705406400.0,2024-01-16 12:00:00+00:00
46,7,0.75354263,1705410000.0,2024-01-16 13:00:00+00:00
47,7,0.75040667,1705413600.0,2024-01-16 14:00:00+00:00
48,7,0.75022201,1705417200.0,2024-01-16 15:00:00+00:00
49,7,0.75304742,1705420800.0,2024-01-16 16:00:00+00:00
50,7,0.75414852,1705424400.0,2024-01-16 17:00:00+00:00
51,7,0.75430271,1705428000.0,2024-01-16 18:00:00+00:00
52,7,0.75411700,1705431600.0,2024-01-16 19:00:00+00:00
53,7,0.75177465,1705435200.0,2024-01-16 20:00:00+00:00
54,7,0.72260106,1705438800.0,2024-01-16 21:00:00+00:00
55,7,0.72115518,1705442400.0,2024-01-16 22:00:00+00:00
56,7,0.72241815,1705446000.0,2024-01-16 23:00:00+00:00
57,7,0.70432951,1705449600.0,2024-01-17 00:00:00+00:00
58,7,0.70101749,1705453200.0,2024-01-17 01:00:00+00:00
59,7,0.69552839,1705456800.0,2024-01-17 02:00:00+00:00
60,7,0.69451734,1705460400.0,2024-01-17 03:00:00+00:00
61,7,0.69257354,1705464000.0,2024-01-17 04:00:00+00:00
62,7,0.69250864,1705467600.0,2024-01-17 05:00:00+00:00
63,7,0.69249354,1705471200.0,2024-01-17 06:00:00+00:00
64,7,0.69130285,1705474800.0,2024-01-17 07:00:00+00:00
65,7,0.69198719,1705478400.0,2024-01-17 08:00:00+00:00
66,7,0.66803557,1705482000.0,2024-01-17 09:00:00+00:00
67,7,0.66396066,1705485600.0,2024-01-17 10:00:00+00:00
68,7,0.66428150,1705489200.0,2024-01-17 11:00:00+00:00
69,7,0.65179684,1705492800.0,2024-01-17 12:00:00+00:00
70,7,0.65010013,1705496400.0,2024-01-17 13:00:00+00:00
71,7,0.65033681,1705500000.0,2024-01-17 14:00:00+00:00
72,7,0.62216453,1705503600.0,2024-01-17 15:00:00+00:00
73,7,0.61022689,1705507200.0,2024-01-17 16:00:00+00:00
74,7,0.60448850,1705510800.0,2024-01-17 17:00:00+00:00
75,7,0.60465813,1705514400.0,2024-01-17 18:00:00+00:00
76,7,0.59114638,1705518000.0,2024-01-17 19:00:00+00:00
77,7,0.59089313,1705521600.0,2024-01-17 20:00:00+00:00
78,7,0.57811259,1705525200.0,2024-01-17 21:00:00+00:00
79,7,0.57644486,1705528800.0,2024-01-17 22:00:00+00:00
80,7,0.56658958,1705532400.0,2024-01-17 23:00:00+00:00
81,7,0.56317393,1705536000.0,2024-01-18 00:00:00+00:00
82,7,0.55336912,1705539600.0,2024-01-18 01:00:00+00:00
83,7,0.55260272,1705543200.0,2024-01-18 02:00:00+00:00
84,7,0.54531656,1705546800.0,2024-01-18 03:00:00+00:00
85,7,0.54528815,1705550400.0,2024-01-18 04:00:00+00:00
86,7,0.54311283,1705554000.0,2024-01-18 05:00:00+00:00
87,7,0.54034098,1705557600.0,2024-01-18 06:00:00+00:00
88,7,0.53931731,1705561200.0,2024-01-18 07:00:00+00:00
89,7,0.53433503,1705564800.0,2024-01-18 08:00:00+00:00
90,7,0.53400612,1705568400.0,2024-01-18 09:00:00+00:00
91,7,0.52780343,1705572000.0,2024-01-18 10:00:00+00:00
92,7,0.52842881,1705575600.0,2024-01-18 11:00:00+00:00
93,7,0.52826499,1705579200.0,2024-01-18 12:00:00+00:00
94,7,0.52811153,1705582800.0,2024-01-18 13:00:00+00:00
95,7,0.51182566,1705586400.0,2024-01-18 14:00:00+00:00
96,7,0.47919354,1705590000.0,2024-01-18 15:00:00+00:00
97,7,0.47409592,1705593600.0,2024-01-18 16:00:00+00:00
98,7,0.48458453,1705597200.0,2024-01-18 17:00:00+00:00
99,7,0.48361683,1705600800.0,2024-01-18 18:00:00+00:00
100,7,0.48531533,1705604400.0,2024-01-18 19:00:00+00:00
101,7,0.48466209,1705608000.0,2024-01-18 20:00:00+00:00
102,7,0.48422527,1705611600.0,2024-01-18 21:00:00+00:00
103,7,0.48450038,1705615200.0,2024-01-18 22:00:00+00:00
104,7,0.48645680,1705618800.0,2024-01-18 23:00:00+00:00
105,7,0.48409207,1705622400.0,2024-01-19 00:00:00+00:00
106,7,0.48385491,1705626000.0,2024-01-19 01:00:00+00:00
107,7,0.48218006,1705629600.0,2024-01-19 02:00:00+00:00
108,7,0.48068055,1705633200.0,2024-01-19 03:00:00+00:00
109,7,0.48111044,1705636800.0,2024-01-19 04:00:00+00:00
110,7,0.47918457,1705640400.0,2024-01-19 05:00:00+00:00
111,7,0.47842058,1705644000.0,2024-01-19 06:00:00+00:00
112,7,0.47538320,1705647600.0,2024-01-19 07:00:00+00:00
113,7,0.47522972,1705651200.0,2024-01-19 08:00:00+00:00
114,7,0.47454081,1705654800.0,2024-01-19 09:00:00+00:00
115,7,0.47500082,1705658400.0,2024-01-19 10:00:00+00:00
116,7,0.46967984,1705662000.0,2024-01-19 11:00:00+00:00
117,7,0.46955382,1705665600.0,2024-01-19 12:00:00+00:00
118,7,0.46492552,1705669200.0,2024-01-19 13:00:00+00:00
119,7,0.45746889,1705672800.0,2024-01-19 14:00:00+00:00
120,7,0.43428687,1705676400.0,2024-01-19 15:00:00+00:00
121,7,0.42942252,1705680000.0,2024-01-19 16:00:00+00:00
122,7,0.43805615,1705683600.0,2024-01-19 17:00:00+00:00
123,7,0.45589788,1705687200.0,2024-01-19 18:00:00+00:00
124,7,0.46231372,1705690800.0,2024-01-19 19:00:00+00:00
125,7,0.46135956,1705694400.0,2024-01-19 20:00:00+00:00
126,7,0.44457540,1705698000.0,2024-01-19 21:00:00+00:00
127,7,0.43793270,1705701600.0,2024-01-19 22:00:00+00:00
128,7,0.43209589,1705705200.0,2024-01-19 23:00:00+00:00
129,7,0.43189959,1705708800.0,2024-01-20 00:00:00+00:00
130,7,0.43375609,1705712400.0,2024-01-20 01:00:00+00:00
131,7,0.43135180,1705716000.0,2024-01-20 02:00:00+00:00
132,7,0.43136652,1705719600.0,2024-01-20 03:00:00+00:00
133,7,0.43151166,1705723200.0,2024-01-20 04:00:00+00:00
134,7,0.43100117,1705726800.0,2024-01-20 05:00:00+00:00
135,7,0.43120409,1705730400.0,2024-01-20 06:00:00+00:00
136,7,0.43142768,1705734000.0,2024-01-20 07:00:00+00:00
137,7,0.43126015,1705737600.0,2024-01-20 08:00:00+00:00
138,7,0.42956130,1705741200.0,2024-01-20 09:00:00+00:00
139,7,0.42928874,1705744800.0,2024-01-20 10:00:00+00:00
140,7,0.42813981,1705748400.0,2024-01-20 11:00:00+00:00
141,7,0.42814185,1705752000.0,2024-01-20 12:00:00+00:00
142,7,0.42818955,1705755600.0,2024-01-20 13:00:00+00:00
143,7,0.42829572,1705759200.0,2024-01-20 14:00:00+00:00
144,7,0.42271619,1705762800.0,2024-01-20 15:00:00+00:00
145,7,0.42245318,1705766400.0,2024-01-20 16:00:00+00:00
146,7,0.42264939,1705770000.0,2024-01-20 17:00:00+00:00
147,7,0.42262572,1705773600.0,2024-01-20 18:00:00+00:00
148,7,0.42150127,1705777200.0,2024-01-20 19:00:00+00:00
149,7,0.42163444,1705780800.0,2024-01-20 20:00:00+00:00
150,7,0.42166754,1705784400.0,2024-01-20 21:00:00+00:00
151,7,0.42143259,1705788000.0,2024-01-20 22:00:00+00:00
152,7,0.42187271,1705791600.0,2024-01-20 23:00:00+00:00
153,7,0.42014409,1705795200.0,2024-01-21 00:00:00+00:00
154,7,0.42012759,1705798800.0,2024-01-21 01:00:00+00:00
155,7,0.41962510,1705802400.0,2024-01-21 02:00:00+00:00
156,7,0.41943664,1705806000.0,2024-01-21 03:00:00+00:00
157,7,0.41902418,1705809600.0,2024-01-21 04:00:00+00:00
158,7,0.41815973,1705813200.0,2024-01-21 05:00:00+00:00
159,7,0.41816025,1705816800.0,2024-01-21 06:00:00+00:00
160,7,0.41821278,1705820400.0,2024-01-21 07:00:00+00:00
161,7,0.41855574,1705824000.0,2024-01-21 08:00:00+00:00
162,7,0.41855531,1705827600.0,2024-01-21 09:00:00+00:00
163,7,0.41753751,1705831200.0,2024-01-21 10:00:00+00:00
164,7,0.41742481,1705834800.0,2024-01-21 11:00:00+00:00
165,7,0.41779069,1705838400.0,2024-01-21 12:00:00+00:00
166,7,0.41770953,1705842000.0,2024-01-21 13:00:00+00:00
167,7,0.41773071,1705845600.0,2024-01-21 14:00:00+00:00
168,7,0.41764784,1705849200.0,2024-01-21 15:00:00+00:00
169,7,0.41764266,1705852800.0,2024-01-21 16:00:00+00:00
170,7,0.41765723,1705856400.0,2024-01-21 17:00:00+00:00
171,7,0.41776706,1705860000.0,2024-01-21 18:00:00+00:00
172,7,0.40840253,1705863600.0,2024-01-21 19:00:00+00:00
173,7,0.40772191,1705867200.0,2024-01-21 20:00:00+00:00
174,7,0.40479473,1705870800.0,2024-01-21 21:00:00+00:00
175,7,0.40210639,1705874400.0,2024-01-21 22:00:00+00:00
176,7,0.38903862,1705878000.0,2024-01-21 23:00:00+00:00
177,7,0.38322651,1705881600.0,2024-01-22 00:00:00+00:00
178,7,0.38224549,1705885200.0,2024-01-22 01:00:00+00:00
179,7,0.38781500,1705888800.0,2024-01-22 02:00:00+00:00
180,7,0.38785303,1705892400.0,2024-01-22 03:00:00+00:00
181,7,0.38727837,1705896000.0,2024-01-22 04:00:00+00:00
182,7,0.39092645,1705899600.0,2024-01-22 05:00:00+00:00
183,7,0.39184858,1705903200.0,2024-01-22 06:00:00+00:00
184,7,0.39201945,1705906800.0,2024-01-22 07:00:00+00:00
185,7,0.39292848,1705910400.0,2024-01-22 08:00:00+00:00
186,7,0.39116495,1705914000.0,2024-01-22 09:00:00+00:00
187,7,0.39539107,1705917600.0,2024-01-22 10:00:00+00:00
188,7,0.39568455,1705921200.0,2024-01-22 11:00:00+00:00
189,7,0.39561777,1705924800.0,2024-01-22 12:00:00+00:00
190,7,0.39575021,1705928400.0,2024-01-22 13:00:00+00:00
191,7,0.38824949,1705932000.0,2024-01-22 14:00:00+00:00
192,7,0.39107865,1705935600.0,2024-01-22 15:00:00+00:00
193,7,0.39087932,1705939200.0,2024-01-22 16:00:00+00:00
194,7,0.39178905,1705942800.0,2024-01-22 17:00:00+00:00
195,7,0.39262110,1705946400.0,2024-01-22 18:00:00+00:00
196,7,0.39330229,1705950000.0,2024-01-22 19:00:00+00:00
197,7,0.41551400,1705953600.0,2024-01-22 20:00:00+00:00
198,7,0.41996739,1705957200.0,2024-01-22 21:00:00+00:00
199,7,0.42139008,1705960800.0,2024-01-22 22:00:00+00:00
200,7,0.42181945,1705964400.0,2024-01-22 23:00:00+00:00
201,7,0.42215973,1705968000.0,2024-01-23 00:00:00+00:00
202,7,0.42405828,1705971600.0,2024-01-23 01:00:00+00:00
203,7,0.42477934,1705975200.0,2024-01-23 02:00:00+00:00
204,7,0.42079633,1705978800.0,2024-01-23 03:00:00+00:00
205,7,0.42045792,1705982400.0,2024-01-23 04:00:00+00:00
206,7,0.42088026,1705986000.0,2024-01-23 05:00:00+00:00
207,7,0.42089256,1705989600.0,2024-01-23 06:00:00+00:00
208,7,0.42059194,1705993200.0,2024-01-23 07:00:00+00:00
209,7,0.42302576,1705996800.0,2024-01-23 08:00:00+00:00
210,7,0.43197708,1706000400.0,2024-01-23 09:00:00+00:00
211,7,0.49380173,1706004000.0,2024-01-23 10:00:00+00:00
212,7,0.49465047,1706007600.0,2024-01-23 11:00:00+00:00
213,7,0.49205964,1706011200.0,2024-01-23 12:00:00+00:00
214,7,0.48990057,1706014800.0,2024-01-23 13:00:00+00:00
215,7,0.49447574,1706018400.0,2024-01-23 14:00:00+00:00
216,7,0.48823524,1706022000.0,2024-01-23 15:00:00+00:00
217,7,0.49308940,1706025600.0,2024-01-23 16:00:00+00:00
218,7,0.49239867,1706029200.0,2024-01-23 17:00:00+00:00
219,7,0.49274826,1706032800.0,2024-01-23 18:00:00+00:00
220,7,0.49330665,1706036400.0,2024-01-23 19:00:00+00:00
221,7,0.49151534,1706040000.0,2024-01-23 20:00:00+00:00
222,7,0.48981182,1706043600.0,2024-01-23 21:00:00+00:00
223,7,0.48925615,1706047200.0,2024-01-23 22:00:00+00:00
224,7,0.49636974,1706050800.0,2024-01-23 23:00:00+00:00
225,7,0.49967422,1706054400.0,2024-01-24 00:00:00+00:00
226,7,0.49938537,1706058000.0,2024-01-24 01:00:00+00:00
227,7,0.50340086,1706061600.0,2024-01-24 02:00:00+00:00
228,7,0.50333955,1706065200.0,2024-01-24 03:00:00+00:00
229,7,0.50390139,1706068800.0,2024-01-24 04:00:00+00:00
230,7,0.50387572,1706072400.0,2024-01-24 05:00:00+00:00
231,7,0.50592401,1706076000.0,2024-01-24 06:00:00+00:00
232,7,0.50578811,1706079600.0,2024-01-24 07:00:00+00:00
233,7,0.50584570,1706083200.0,2024-01-24 08:00:00+00:00
234,7,0.50593996,1706086800.0,2024-01-24 09:00:00+00:00
235,7,0.50539728,1706090400.0,2024-01-24 10:00:00+00:00
236,7,0.50860773,1706094000.0,2024-01-24 11:00:00+00:00
237,7,0.50864421,1706097600.0,2024-01-24 12:00:00+00:00
238,7,0.50885904,1706101200.0,2024-01-24 13:00:00+00:00
239,7,0.50851754,1706104800.0,2024-01-24 14:00:00+00:00
240,7,0.50807022,1706108400.0,2024-01-24 15:00:00+00:00
241,7,0.50839397,1706112000.0,2024-01-24 16:00:00+00:00
242,7,0.50909576,1706115600.0,2024-01-24 17:00:00+00:00
243,7,0.50904209,1706119200.0,2024-01-24 18:00:00+00:00
244,7,0.51232712,1706122800.0,2024-01-24 19:00:00+00:00
245,7,0.51183083,1706126400.0,2024-01-24 20:00:00+00:00
246,7,0.51197205,1706130000.0,2024-01-24 21:00:00+00:00
247,7,0.51554218,1706133600.0,2024-01-24 22:00:00+00:00
248,7,0.51579438,1706137200.0,2024-01-24 23:00:00+00:00
249,7,0.51825434,1706140800.0,2024-01-25 00:00:00+00:00
250,7,0.51799302,1706144400.0,2024-01-25 01:00:00+00:00
251,7,0.52125070,1706148000.0,2024-01-25 02:00:00+00:00
252,7,0.52125105,1706151600.0,2024-01-25 03:00:00+00:00
253,7,0.52191612,1706155200.0,2024-01-25 04:00:00+00:00
254,7,0.52194202,1706158800.0,2024-01-25 05:00:00+00:00
255,7,0.52171906,1706162400.0,2024-01-25 06:00:00+00:00
256,7,0.52362869,1706166000.0,2024-01-25 07:00:00+00:00
257,7,0.52390946,1706169600.0,2024-01-25 08:00:00+00:00
258,7,0.52379103,1706173200.0,2024-01-25 09:00:00+00:00
259,7,0.52026913,1706176800.0,2024-01-25 10:00:00+00:00
260,7,0.52250368,1706180400.0,2024-01-25 11:00:00+00:00
261,7,0.52220941,1706184000.0,2024-01-25 12:00:00+00:00
262,7,0.52636441,1706187600.0,2024-01-25 13:00:00+00:00
263,7,0.52326095,1706191200.0,2024-01-25 14:00:00+00:00
264,7,0.52365560,1706194800.0,2024-01-25 15:00:00+00:00
265,7,0.51821174,1706198400.0,2024-01-25 16:00:00+00:00
266,7,0.51800975,1706202000.0,2024-01-25 17:00:00+00:00
267,7,0.51965896,1706205600.0,2024-01-25 18:00:00+00:00
268,7,0.51627510,1706209200.0,2024-01-25 19:00:00+00:00
269,7,0.51657376,1706212800.0,2024-01-25 20:00:00+00:00
270,7,0.51535597,1706216400.0,2024-01-25 21:00:00+00:00
271,7,0.51325018,1706220000.0,2024-01-25 22:00:00+00:00
272,7,0.51333448,1706223600.0,2024-01-25 23:00:00+00:00
273,7,0.51333299,1706227200.0,2024-01-26 00:00:00+00:00
274,7,0.51325464,1706230800.0,2024-01-26 01:00:00+00:00
275,7,0.51336554,1706234400.0,2024-01-26 02:00:00+00:00
276,7,0.51300804,1706238000.0,2024-01-26 03:00:00+00:00
277,7,0.51304163,1706241600.0,2024-01-26 04:00:00+00:00
278,7,0.51292955,1706245200.0,2024-01-26 05:00:00+00:00
279,7,0.51240937,1706248800.0,2024-01-26 06:00:00+00:00
280,7,0.51267665,1706252400.0,2024-01-26 07:00:00+00:00
281,7,0.51399147,1706256000.0,2024-01-26 08:00:00+00:00
282,7,0.51486262,1706259600.0,2024-01-26 09:00:00+00:00
283,7,0.51401493,1706263200.0,2024-01-26 10:00:00+00:00
284,7,0.52514542,1706266800.0,2024-01-26 11:00:00+00:00
285,7,0.52832679,1706270400.0,2024-01-26 12:00:00+00:00
286,7,0.52719682,1706274000.0,2024-01-26 13:00:00+00:00
287,7,0.52386007,1706277600.0,2024-01-26 14:00:00+00:00
288,7,0.52651103,1706281200.0,2024-01-26 15:00:00+00:00
289,7,0.51702810,1706284800.0,2024-01-26 16:00:00+00:00
290,7,0.50643727,1706288400.0,2024-01-26 17:00:00+00:00
291,7,0.50009774,1706292000.0,2024-01-26 18:00:00+00:00
292,7,0.50001223,1706295600.0,2024-01-26 19:00:00+00:00
293,7,0.50011925,1706299200.0,2024-01-26 20:00:00+00:00
294,7,0.49987180,1706302800.0,2024-01-26 21:00:00+00:00
295,7,0.49983762,1706306400.0,2024-01-26 22:00:00+00:00
296,7,0.50069881,1706310000.0,2024-01-26 23:00:00+00:00
297,7,0.49890232,1706313600.0,2024-01-27 00:00:00+00:00
298,7,0.49892469,1706317200.0,2024-01-27 01:00:00+00:00
299,7,0.49960748,1706320800.0,2024-01-27 02:00:00+00:00
300,7,0.49983468,1706324400.0,2024-01-27 03:00:00+00:00
301,7,0.49978113,1706328000.0,2024-01-27 04:00:00+00:00
302,7,0.49968224,1706331600.0,2024-01-27 05:00:00+00:00
303,7,0.50042910,1706335200.0,2024-01-27 06:00:00+00:00
304,7,0.50043801,1706338800.0,2024-01-27 07:00:00+00:00
305,7,0.50058238,1706342400.0,2024-01-27 08:00:00+00:00
306,7,0.50025930,1706346000.0,2024-01-27 09:00:00+00:00
307,7,0.50194811,1706349600.0,2024-01-27 10:00:00+00:00
308,7,0.50194258,1706353200.0,2024-01-27 11:00:00+00:00
309,7,0.50203287,1706356800.0,2024-01-27 12:00:00+00:00
310,7,0.50183947,1706360400.0,2024-01-27 13:00:00+00:00
311,7,0.50199487,1706364000.0,2024-01-27 14:00:00+00:00
312,7,0.50204121,1706367600.0,2024-01-27 15:00:00+00:00
313,7,0.50198007,1706371200.0,2024-01-27 16:00:00+00:00
314,7,0.50208199,1706374800.0,2024-01-27 17:00:00+00:00
315,7,0.50205432,1706378400.0,2024-01-27 18:00:00+00:00
316,7,0.50193738,1706382000.0,2024-01-27 19:00:00+00:00
317,7,0.50204770,1706385600.0,2024-01-27 20:00:00+00:00
318,7,0.50204725,1706389200.0,2024-01-27 21:00:00+00:00
319,7,0.50165443,1706392800.0,2024-01-27 22:00:00+00:00
320,7,0.50190007,1706396400.0,2024-01-27 23:00:00+00:00
321,7,0.50177497,1706400000.0,2024-01-28 00:00:00+00:00
322,7,0.50159281,1706403600.0,2024-01-28 01:00:00+00:00
323,7,0.50250223,1706407200.0,2024-01-28 02:00:00+00:00
324,7,0.50251189,1706410800.0,2024-01-28 03:00:00+00:00
325,7,0.50327372,1706414400.0,2024-01-28 04:00:00+00:00
326,7,0.50632289,1706418000.0,2024-01-28 05:00:00+00:00
327,7,0.50761214,1706421600.0,2024-01-28 06:00:00+00:00
328,7,0.50724347,1706425200.0,2024-01-28 07:00:00+00:00
329,7,0.50735585,1706428800.0,2024-01-28 08:00:00+00:00
330,7,0.50732780,1706432400.0,2024-01-28 09:00:00+00:00
331,7,0.50820596,1706436000.0,2024-01-28 10:00:00+00:00
332,7,0.50797832,1706439600.0,2024-01-28 11:00:00+00:00
333,7,0.50919691,1706443200.0,2024-01-28 12:00:00+00:00
334,7,0.50865486,1706446800.0,2024-01-28 13:00:00+00:00
335,7,0.50877944,1706450400.0,2024-01-28 14:00:00+00:00
336,7,0.50913013,1706454000.0,2024-01-28 15:00:00+00:00
337,7,0.50903522,1706457600.0,2024-01-28 16:00:00+00:00
338,7,0.50918228,1706461200.0,2024-01-28 17:00:00+00:00
339,7,0.50931040,1706464800.0,2024-01-28 18:00:00+00:00
340,7,0.50981563,1706468400.0,2024-01-28 19:00:00+00:00
341,7,0.50988809,1706472000.0,2024-01-28 20:00:00+00:00
342,7,0.51024769,1706475600.0,2024-01-28 21:00:00+00:00
343,7,0.50950295,1706479200.0,2024-01-28 22:00:00+00:00
344,7,0.51091276,1706482800.0,2024-01-28 23:00:00+00:00
345,7,0.51134685,1706486400.0,2024-01-29 00:00:00+00:00
346,7,0.50748022,1706490000.0,2024-01-29 01:00:00+00:00
347,7,0.50811403,1706493600.0,2024-01-29 02:00:00+00:00
348,7,0.50835034,1706497200.0,2024-01-29 03:00:00+00:00
349,7,0.50524695,1706500800.0,2024-01-29 04:00:00+00:00
350,7,0.50433534,1706504400.0,2024-01-29 05:00:00+00:00
351,7,0.50425562,1706508000.0,2024-01-29 06:00:00+00:00
352,7,0.50373700,1706511600.0,2024-01-29 07:00:00+00:00
353,7,0.50348336,1706515200.0,2024-01-29 08:00:00+00:00
354,7,0.49996301,1706518800.0,2024-01-29 09:00:00+00:00
355,7,0.50075096,1706522400.0,2024-01-29 10:00:00+00:00
356,7,0.50081154,1706526000.0,2024-01-29 11:00:00+00:00
357,7,0.50184607,1706529600.0,2024-01-29 12:00:00+00:00
358,7,0.50104301,1706533200.0,2024-01-29 13:00:00+00:00
359,7,0.49968588,1706536800.0,2024-01-29 14:00:00+00:00
360,7,0.49898644,1706540400.0,2024-01-29 15:00:00+00:00
361,7,0.50796439,1706544000.0,2024-01-29 16:00:00+00:00
362,7,0.51275102,1706547600.0,2024-01-29 17:00:00+00:00
363,7,0.51212495,1706551200.0,2024-01-29 18:00:00+00:00
364,7,0.49353555,1706554800.0,2024-01-29 19:00:00+00:00
365,7,0.49007579,1706558400.0,2024-01-29 20:00:00+00:00
366,7,0.48919127,1706562000.0,2024-01-29 21:00:00+00:00
367,7,0.48882793,1706565600.0,2024-01-29 22:00:00+00:00
368,7,0.48865773,1706569200.0,2024-01-29 23:00:00+00:00
369,7,0.48733600,1706572800.0,2024-01-30 00:00:00+00:00
370,7,0.48819626,1706576400.0,2024-01-30 01:00:00+00:00
371,7,0.48895246,1706580000.0,2024-01-30 02:00:00+00:00
372,7,0.48904303,1706583600.0,2024-01-30 03:00:00+00:00
373,7,0.48922674,1706587200.0,2024-01-30 04:00:00+00:00
374,7,0.48907281,1706590800.0,2024-01-30 05:00:00+00:00
375,7,0.48940359,1706594400.0,2024-01-30 06:00:00+00:00
376,7,0.48447434,1706598000.0,2024-01-30 07:00:00+00:00
377,7,0.47599160,1706601600.0,2024-01-30 08:00:00+00:00
378,7,0.40743285,1706605200.0,2024-01-30 09:00:00+00:00
379,7,0.40705301,1706608800.0,2024-01-30 10:00:00+00:00
380,7,0.40766355,1706612400.0,2024-01-30 11:00:00+00:00
381,7,0.40726061,1706616000.0,2024-01-30 12:00:00+00:00
382,7,0.39975772,1706619600.0,2024-01-30 13:00:00+00:00
383,7,0.39930366,1706623200.0,2024-01-30 14:00:00+00:00
384,7,0.39209344,1706626800.0,2024-01-30 15:00:00+00:00
385,7,0.40101085,1706630400.0,2024-01-30 16:00:00+00:00
386,7,0.40896308,1706634000.0,2024-01-30 17:00:00+00:00
387,7,0.40384548,1706637600.0,2024-01-30 18:00:00+00:00
388,7,0.40386422,1706641200.0,2024-01-30 19:00:00+00:00
389,7,0.40185975,1706644800.0,2024-01-30 20:00:00+00:00
390,7,0.40179268,1706648400.0,2024-01-30 21:00:00+00:00
391,7,0.39511687,1706652000.0,2024-01-30 22:00:00+00:00
392,7,0.39342516,1706655600.0,2024-01-30 23:00:00+00:00
393,7,0.40263112,1706659200.0,2024-01-31 00:00:00+00:00
394,7,0.39634533,1706662800.0,2024-01-31 01:00:00+00:00
395,7,0.39737367,1706666400.0,2024-01-31 02:00:00+00:00
396,7,0.39636296,1706670000.0,2024-01-31 03:00:00+00:00
397,7,0.39653856,1706673600.0,2024-01-31 04:00:00+00:00
398,7,0.39479904,1706677200.0,2024-01-31 05:00:00+00:00
399,7,0.39473161,1706680800.0,2024-01-31 06:00:00+00:00
400,7,0.39538039,1706684400.0,2024-01-31 07:00:00+00:00
401,7,0.39611601,1706688000.0,2024-01-31 08:00:00+00:00
402,7,0.39607427,1706691600.0,2024-01-31 09:00:00+00:00
403,7,0.40171409,1706695200.0,2024-01-31 10:00:00+00:00
404,7,0.40938117,1706698800.0,2024-01-31 11:00:00+00:00
405,7,0.41116832,1706702400.0,2024-01-31 12:00:00+00:00
406,7,0.41072480,1706706000.0,2024-01-31 13:00:00+00:00
407,7,0.41135365,1706709600.0,2024-01-31 14:00:00+00:00
408,7,0.41144314,1706713200.0,2024-01-31 15:00:00+00:00
409,7,0.41648369,1706716800.0,2024-01-31 16:00:00+00:00
410,7,0.41916401,1706720400.0,2024-01-31 17:00:00+00:00
