,period,value,time,start_at
1853,7,0.48284558,1711915200.0,2024-03-31 20:00:00+00:00
1854,7,0.48270115,1711918800.0,2024-03-31 21:00:00+00:00
1855,7,0.48173539,1711922400.0,2024-03-31 22:00:00+00:00
1856,7,0.48101947,1711926000.0,2024-03-31 23:00:00+00:00
1857,7,0.47822835,1711929600.0,2024-04-01 00:00:00+00:00
1858,7,0.47994676,1711933200.0,2024-04-01 01:00:00+00:00
1859,7,0.48059416,1711936800.0,2024-04-01 02:00:00+00:00
1860,7,0.47992336,1711940400.0,2024-04-01 03:00:00+00:00
1861,7,0.47445440,1711944000.0,2024-04-01 04:00:00+00:00
1862,7,0.47489870,1711947600.0,2024-04-01 05:00:00+00:00
1863,7,0.50643069,1711951200.0,2024-04-01 06:00:00+00:00
1864,7,0.50816611,1711954800.0,2024-04-01 07:00:00+00:00
1865,7,0.50818469,1711958400.0,2024-04-01 08:00:00+00:00
1866,7,0.50851190,1711962000.0,2024-04-01 09:00:00+00:00
1867,7,0.50865673,1711965600.0,2024-04-01 10:00:00+00:00
1868,7,0.50699335,1711969200.0,2024-04-01 11:00:00+00:00
1869,7,0.50659485,1711972800.0,2024-04-01 12:00:00+00:00
1870,7,0.50267673,1711976400.0,2024-04-01 13:00:00+00:00
1871,7,0.47674437,1711980000.0,2024-04-01 14:00:00+00:00
1872,7,0.48452690,1711983600.0,2024-04-01 15:00:00+00:00
1873,7,0.50007549,1711987200.0,2024-04-01 16:00:00+00:00
1874,7,0.49538134,1711990800.0,2024-04-01 17:00:00+00:00
1875,7,0.49536238,1711994400.0,2024-04-01 18:00:00+00:00
1876,7,0.49546434,1711998000.0,2024-04-01 19:00:00+00:00
1877,7,0.50255490,1712001600.0,2024-04-01 20:00:00+00:00
1878,7,0.49704891,1712005200.0,2024-04-01 21:00:00+00:00
1879,7,0.49482645,1712008800.0,2024-04-01 22:00:00+00:00
1880,7,0.49355114,1712012400.0,2024-04-01 23:00:00+00:00
1881,7,0.49329088,1712016000.0,2024-04-02 00:00:00+00:00
1882,7,0.49303401,1712019600.0,2024-04-02 01:00:00+00:00
1883,7,0.49300006,1712023200.0,2024-04-02 02:00:00+00:00
1884,7,0.55675499,1712026800.0,2024-04-02 03:00:00+00:00
1885,7,0.55571791,1712030400.0,2024-04-02 04:00:00+00:00
1886,7,0.55554012,1712034000.0,2024-04-02 05:00:00+00:00
1887,7,0.55422210,1712037600.0,2024-04-02 06:00:00+00:00
1888,7,0.55465568,1712041200.0,2024-04-02 07:00:00+00:00
1889,7,0.55475172,1712044800.0,2024-04-02 08:00:00+00:00
