start_at,open,high,low,close,volume,turnover,date,wclprice,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,ema_sma,sma_ema,ema_sma_500,sma_ema_500,rsi_buy,dmi_diff,macd_diff,bol_diff,aroon,adline,mfi,roc,atr,log_returns,volatility,close_kalman,kalman_macd,kalman_macdsignal,kalman_macdhist,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason,exit_time,pred_v1,pred_v2,pred_v3,pred_v4,pred_v5,pred_v6,pred_v7,pred_v8,pred_v9,pred_v10,pred_v11,pred_v12,pred_v13,pred_v14,pred_v15,pred_v16,pred_v17,pred_v18,pred_target,order_id
2024-07-04 00:00:00,60184.8,60464.6,56687.5,57034.6,197056.627,11435639737.8895,2024-07-04 00:00:00,57805.32,27.54,65066.74,60425.15,62745.95,67387.53,58104.36,69708.32,55783.57,14.79,-1756.73,-1505.43,-251.29,12.07,38.2,35.18,28.09,96495.02414285715,7119.25,4940.629999999997,521.48,-8.11,61145.3,60040.98,9582.21,299.0400000000009,2235.6600000000035,3339.980000000003,-42.46,-1104.3199999999997,1104.3199999999997,0.0,1104.3199999999997,-2.460000000000001,-26.130000000000003,-251.29999999999995,9283.169999999998,-100.0,4934393.38,28.87,-11.3,2111.97,-0.04543775089576107,2.01,62596.74,-1075.05,-745.37,-329.67,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-05 00:00:00,57034.6,57523.4,53314.3,56602.8,240355.557,13339979036.3903,2024-07-05 00:00:00,56010.82,24.1,64751.83,59457.18,62104.5,67399.16,56809.85,70046.49,54162.52,17.05,-2073.66,-1619.08,-454.58,10.47,43.78,37.05,29.3,105878.956,9383.93,6093.68,1232.72,-8.94,60568.42,58428.91,11388.340000000004,799.0299999999988,2418.090000000004,4557.5999999999985,-45.9,-2139.5099999999948,2139.5099999999948,0.0,2139.5099999999948,-5.899999999999999,-33.31,-454.5799999999999,10589.310000000005,-100.0,5069609.44,26.79,-12.69,2261.76,-0.03153592660787468,2.01,62026.57,-1170.45,-830.39,-340.06,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-06 00:00:00,56602.8,58489.6,56002.0,58204.1,75155.695,4298856914.5498,2024-07-06 00:00:00,57724.95,32.74,64345.76,59029.05,61687.4,67004.11,56370.7,69662.46,53712.35,17.23,-2161.6,-1727.58,-434.01,12.68,40.36,38.13,30.28,109911.65028571429,4032.69,3962.4500000000044,55.73,4.03,60141.64,58147.32,9279.160000000003,-1354.25,422.3700000000026,2416.6900000000023,-37.26,-1994.3199999999997,1994.3199999999997,0.0,1994.3199999999997,2.740000000000002,-27.68,-434.02,10633.410000000003,-92.85,5127514.01,29.27,-10.1,2277.89,0.030144602706962696,2.01,61662.96,-1260.87,-916.49,-344.38,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-07 00:00:00,58204.1,58420.0,55710.0,55840.0,98532.507,5630552415.61,2024-07-07 00:00:00,56452.5,30.01,63912.62,58465.06,61188.84,66636.39,55741.29,69360.17,53017.51,17.8,-2307.37,-1843.54,-463.82,11.62,37.88,39.2,32.01,114750.40885714287,4838.75,4736.3399999999965,-133.36,3.62,59662.98,57469.39,10183.89,-711.2099999999991,1016.8899999999994,3210.480000000003,-39.989999999999995,-2193.590000000004,2193.590000000004,0.0,2193.590000000004,0.010000000000001563,-26.260000000000005,-463.8299999999999,10895.099999999999,-85.71,5038434.81,28.16,-11.08,2308.76,-0.02228991246969049,2.01,61109.05,-1361.52,-1005.49,-356.03,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-08 00:00:00,55840.0,58195.4,54228.3,56696.5,206890.576,11623780235.9573,2024-07-08 00:00:00,56454.17,30.02,63531.38,57944.46,60737.92,66324.85,55150.99,69118.31,52357.53,18.39,-2395.15,-1953.86,-441.28,10.26,37.82,40.49,33.76,113721.97499999999,-1028.43,4283.75,-88.95,-2.35,59172.98,57063.3,9870.680000000008,-1303.1800000000003,609.1300000000047,2718.810000000005,-39.980000000000004,-2109.6800000000003,2109.6800000000003,0.0,2109.6800000000003,0.019999999999999574,-27.560000000000002,-441.2900000000002,11173.860000000008,-28.57,5088985.35,28.69,-6.75,2427.21,2.958195472634634e-05,2.0,60689.3,-1458.35,-1096.07,-362.28,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-09 00:00:00,56696.5,58315.7,56257.0,58029.9,119422.257,6854689847.8122,2024-07-09 00:00:00,57658.12,35.88,63172.79,57716.42,60444.6,65900.98,54988.23,68629.17,52260.04,18.05,-2340.59,-2031.21,-309.37,9.99,35.5,41.6,35.32,113131.39992857142,-590.57,2786.479999999996,-572.65,0.69,58656.85,57301.23,8242.859999999993,-2669.8899999999994,-356.8899999999994,998.7299999999959,-34.12,-1355.6199999999953,1355.6199999999953,0.0,1355.6199999999953,5.880000000000003,-25.509999999999998,-309.3800000000001,10912.749999999993,-28.57,5175249.9,27.94,-6.3,2400.89,0.021101928203893054,2.0,60436.33,-1537.78,-1184.41,-353.37,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-10 00:00:00,58029.9,59471.4,57127.0,57713.8,114198.732,6646329381.6038,2024-07-10 00:00:00,58006.5,37.51,62794.7,57630.11,60212.4,65376.99,55047.82,67959.28,52465.53,17.15,-2243.37,-2073.64,-169.73,12.74,33.02,41.8,36.36,114998.18028571429,1866.78,2205.9000000000015,-1007.45,4.96,58101.19,57583.33,7370.489999999998,-2958.6800000000003,-423.16999999999825,94.69000000000233,-32.49,-517.8600000000006,517.8600000000006,0.0,517.8600000000006,7.509999999999998,-20.28,-169.73000000000002,10329.169999999998,-28.57,5118218.73,34.61,-5.22,2396.85,0.006023986479400146,2.0,60177.35,-1603.14,-1268.15,-334.98,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-11 00:00:00,57713.8,59661.5,57016.1,57312.1,131008.25,7614451903.7422,2024-07-11 00:00:00,57825.45,36.98,62464.72,57505.43,59985.07,64944.36,55025.79,67424.0,52546.14,16.53,-2156.08,-2090.13,-65.95,12.3,30.44,41.84,37.33,118707.71835714286,3709.53,2159.6200000000026,-934.58,4.89,57603.36,57680.18,7118.9100000000035,-2799.659999999996,-145.2699999999968,-222.0899999999965,-33.02,76.81999999999971,-76.81999999999971,0.0,0.0,6.979999999999997,-18.14,-65.94999999999982,9918.57,-28.57,5016528.12,28.62,-6.07,2414.61,-0.0031260830442894245,2.0,59904.79,-1657.82,-1346.09,-311.73,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-12 00:00:00,57312.1,58514.2,56513.3,57860.9,107764.152,6191420971.1567,2024-07-12 00:00:00,57687.32,36.56,62096.41,57436.07,59766.24,64426.58,55105.9,66756.75,52775.73,15.59,-2074.14,-2086.93,12.78,11.56,30.12,42.03,38.31,120286.38814285715,1578.66,2078.9199999999983,-1030.51,-0.85,57291.68,57683.03,6739.260000000002,-2581.4199999999983,-4.290000000000873,-395.6399999999994,-33.44,391.34999999999854,-391.34999999999854,0.0,0.0,6.560000000000002,-18.560000000000002,12.789999999999964,9320.68,-28.57,5053921.62,28.33,-5.05,2385.05,-0.002391598190208512,2.0,59710.36,-1697.28,-1416.33,-280.95,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-13 00:00:00,57860.9,59869.9,57711.2,59181.8,64548.245,3786559257.1713,2024-07-13 00:00:00,58986.17,43.13,61854.99,57528.91,59691.95,64018.02,55365.87,66181.06,53202.83,14.49,-1882.7,-2046.08,163.38,14.9,28.16,41.23,37.85,122577.96235714287,2291.57,705.7799999999988,-1186.31,4.56,57422.88,58204.29,5031.8499999999985,-3620.2999999999956,-781.8799999999974,-1563.2900000000009,-26.869999999999997,781.4100000000035,-781.4100000000035,781.4100000000035,0.0,13.130000000000003,-13.26,163.37999999999988,8652.149999999994,-28.57,5077319.5,31.62,-3.08,2368.89,0.02226561765031406,2.0,59660.08,-1712.87,-1475.63,-237.23,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-14 00:00:00,59181.8,61387.9,59170.3,60755.8,96422.363,5798640181.4843,2024-07-14 00:00:00,60517.45,49.74,61933.02,57608.11,59770.57,64095.48,55445.66,66257.93,53283.2,14.47,-1589.09,-1954.69,365.59,18.5,26.27,39.52,36.61,124476.13928571428,1898.17,-746.8799999999974,-410.88,8.83,57923.62,59129.55,3578.030000000006,-5071.789999999994,-1387.8999999999942,-2593.8299999999945,-20.259999999999998,1205.9300000000003,-1205.9300000000003,1205.9300000000003,0.0,19.740000000000002,-7.77,365.60000000000014,8649.82,-28.57,5118773.81,32.62,-2.86,2358.08,0.02562874355250221,2.0,59764.31,-1697.24,-1519.96,-177.28,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-15 00:00:00,60755.8,64900.0,60601.9,64696.1,160992.866,10140535764.3781,2024-07-15 00:00:00,63723.52,60.17,62461.73,57832.35,60147.04,64776.42,55517.66,67091.11,53202.97,15.39,-1085.2,-1780.79,695.59,26.27,23.04,37.17,35.24,129623.62214285714,5147.48,-3576.479999999996,686.4,14.6,58590.13,60967.14,1052.9000000000015,-8205.859999999993,-2756.3799999999974,-5133.389999999999,-9.829999999999998,2377.010000000002,-2377.010000000002,2377.010000000002,0.0,30.17,3.2300000000000004,695.5899999999999,9258.759999999995,71.42,5264491.81,35.54,1.13,2496.65,0.051621971997444935,2.0,60233.45,-1628.24,-1541.61,-86.62,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 00:00:00,64696.1,65365.0,62350.3,65027.0,172009.771,11008153338.9967,2024-07-16 00:00:00,64442.32,62.07,63083.16,58029.06,60556.11,65610.21,55502.01,68137.26,52974.97,16.69,-620.7,-1548.77,928.06,25.35,21.08,35.17,34.53,136949.11735714288,7325.49,-3886.209999999999,1530.38,8.81,59477.89,62357.21,1167.8900000000067,-8940.309999999998,-2085.1100000000006,-4964.43,-7.93,2879.3199999999997,-2879.3199999999997,2879.3199999999997,0.0,32.07,4.270000000000003,928.0699999999999,10108.200000000004,78.57,5397931.04,43.23,3.42,2533.66,0.011216834945187194,1.99,60689.43,-1519.24,-1537.14,17.89,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-17 00:00:00,65027.0,66119.2,63800.0,64048.6,121109.072,7864461543.5826,2024-07-17 00:00:00,64504.1,62.24,63640.53,58223.69,60932.11,66348.95,55515.27,69057.37,52806.85,17.77,-244.78,-1287.97,1043.19,25.82,19.69,33.62,34.4,136104.76214285716,-844.35,-3571.989999999998,1559.27,0.93,60372.32,63215.96,1844.8499999999985,-8988.830000000002,-1288.1399999999994,-4131.779999999999,-7.759999999999998,2843.6399999999994,-2843.6399999999994,2843.6399999999994,0.0,32.24,6.129999999999999,1043.19,10833.68,85.71,5302785.85,50.28,6.63,2518.34,0.0009582275293442949,1.99,61008.97,-1391.04,-1507.92,116.87,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-18 00:00:00,64048.6,65132.9,63200.0,63966.8,95790.592,6148165695.1072,2024-07-18 00:00:00,64066.62,60.22,64084.92,58376.35,61230.63,66939.21,55522.06,69793.5,52667.77,18.64,17.63,-1026.85,1044.48,24.38,20.32,31.86,34.46,128871.47392857143,-7233.28,-2835.9900000000052,1322.2,-1.6,61084.38,63556.22,2872.590000000004,-8544.560000000005,-510.40000000000146,-2982.2400000000052,-9.780000000000001,2471.840000000004,-2471.840000000004,2471.840000000004,0.0,30.22,4.059999999999999,1044.48,11417.150000000009,85.71,5282997.36,52.77,10.83,2476.52,-0.0068053082130652524,1.99,61290.34,-1252.3,-1456.79,204.49,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-19 00:00:00,63966.8,67368.4,63281.0,66631.9,141906.542,9271777602.0117,2024-07-19 00:00:00,65978.29,65.49,64814.85,58550.73,61682.79,67946.91,55418.67,71078.97,52286.62,20.31,375.52,-746.37,1121.9,27.79,18.03,31.11,34.62,121839.40142857144,-7032.07,-4295.499999999993,1701.35,4.25,61970.13,64525.05,1968.62000000001,-10559.619999999995,-1453.2399999999907,-4008.159999999996,-4.510000000000005,2554.9200000000055,-2554.9200000000055,2554.9200000000055,0.0,35.489999999999995,9.759999999999998,1121.8899999999999,12528.240000000005,100.0,5373764.22,63.91,17.79,2591.58,0.02940226906014807,1.99,61798.45,-1088.8,-1383.2,294.39,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-20 00:00:00,66631.9,67599.9,66202.0,67103.2,57216.059,3826291758.3772,2024-07-20 00:00:00,67002.07,67.94,65624.64,58754.14,62189.39,69059.88,55318.89,72495.13,51883.65,22.09,733.32,-450.43,1183.75,27.35,17.31,30.49,34.84,120557.99885714285,-1281.4,-4812.680000000008,2220.44,3.69,62989.76,65515.85,2057.8099999999977,-11683.180000000008,-1486.2200000000084,-4012.310000000005,-2.0600000000000023,2526.0899999999965,-2526.0899999999965,2526.0899999999965,0.0,37.94,10.040000000000003,1183.75,13740.990000000005,85.71,5390320.4,63.74,16.07,2506.32,0.015397765916040628,1.99,62303.07,-908.04,-1288.16,380.12,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-21 00:00:00,67103.2,68371.7,65738.0,68150.0,102208.243,6863198859.3125,2024-07-21 00:00:00,67602.42,69.31,66438.69,58971.14,62704.92,70172.46,55237.37,73906.23,51503.6,23.81,1053.17,-149.71,1202.89,27.49,16.02,30.19,35.34,120820.55142857143,262.55,-4897.5,2307.06,0.98,64091.43,66350.48,2570.040000000008,-12365.049999999996,-1251.9400000000023,-3510.989999999998,-0.6899999999999977,2259.0499999999956,-2259.0499999999956,2259.0499999999956,0.0,39.31,11.469999999999999,1202.88,14935.090000000004,92.85,5475321.25,69.57,19.75,2515.42,0.008920266788626582,1.99,62859.25,-711.7,-1172.87,461.17,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-22 00:00:00,68150.0,68467.9,66543.0,67493.6,94044.527,6346491721.2633,2024-07-22 00:00:00,67499.52,68.77,67164.54,59158.55,63161.54,71167.53,55155.56,75170.53,51152.56,25.35,1283.56,136.94,1146.62,26.24,15.13,29.96,35.78,112760.11935714286,-8060.43,-4337.980000000003,2189.45,-0.22,65037.36,66810.09,3668.0099999999948,-12343.960000000006,-689.4300000000076,-2462.1600000000035,-1.230000000000004,1772.729999999996,-1772.729999999996,1772.729999999996,0.0,38.769999999999996,11.109999999999998,1146.62,16011.970000000001,100.0,5474163.34,79.76,19.56,2473.24,-0.0015232944826350549,1.99,63300.1,-514.59,-1041.21,526.62,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-23 00:00:00,67493.6,67719.8,65371.6,65922.1,130161.566,8649301316.8763,2024-07-23 00:00:00,66233.89,62.29,67611.76,59296.54,63454.15,71769.37,55138.93,75926.98,50981.32,26.2,1348.47,379.24,969.23,24.45,17.49,29.0,35.4,113527.21285714286,767.09,-2779.739999999998,1613.53,-5.39,65672.52,66579.61,5535.479999999996,-11094.96,345.72000000000116,-561.3699999999953,-7.710000000000001,907.0899999999965,-907.0899999999965,907.0899999999965,0.0,32.29,6.960000000000001,969.23,16630.439999999995,92.85,5405030.6,71.51,14.87,2464.31,-0.01892822125765059,1.99,63549.51,-334.4,-899.85,565.44,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
