start_at,open,high,low,close,volume,turnover,date,wclprice,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,ema_sma,sma_ema,ema_sma_500,sma_ema_500,rsi_buy,dmi_diff,macd_diff,bol_diff,aroon,adline,mfi,roc,atr,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason,exit_time,pred_v1,pred_v2,pred_v3,pred_v4,pred_v5,pred_v6,pred_v7,pred_v8,pred_v9,pred_v10,pred_v11,pred_v12,pred_v13,pred_v14,pred_v15,pred_v16,pred_v17,pred_v18,pred_target,order_id
2024-07-15 04:00:00,62612.9,63088.4,62382.5,62814.2,18712.969,1174334094.0487,2024-07-15 04:00:00,62774.82,82.78,61159.7,57998.62,59579.16,62740.24,56418.08,64320.79,54837.53,10.61,1033.98,645.47,388.51,37.64,9.44,28.09,19.53,15338.380714285715,426.01,-3195.659999999996,1618.26,5.95,60458.97,61693.24,-34.580000000001746,-6356.739999999998,-1081.5800000000017,-2315.8499999999985,12.780000000000001,1234.2699999999968,-1234.2699999999968,1234.2699999999968,0.0,52.78,28.200000000000003,388.51,6322.159999999996,100.0,3748929.1,89.1,8.83,947.99,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-15 08:00:00,62814.2,63333.0,62275.0,62438.2,19765.945,1239876756.7812,2024-07-15 08:00:00,62621.1,80.51,61559.08,58178.65,59868.87,63249.3,56488.44,64939.51,54798.23,11.29,1143.86,745.15,398.71,36.49,8.69,30.48,20.69,16465.960142857144,1127.57,-2752.229999999996,1209.49,-0.12,60848.48,62064.38,628.2000000000044,-6132.659999999996,-556.7200000000012,-1772.6199999999953,10.510000000000005,1215.8999999999942,-1215.8999999999942,1215.8999999999942,0.0,50.510000000000005,27.800000000000004,398.7099999999999,6760.860000000001,92.85,3735261.08,81.0,8.31,955.85,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-15 12:00:00,62438.2,63295.9,62427.3,62983.6,24154.448,1518501708.6367,2024-07-15 12:00:00,62922.6,81.58,61941.46,58377.94,60159.7,63723.22,56596.18,65504.97,54814.42,11.84,1240.96,844.31,396.65,34.1,8.13,32.69,22.17,17773.741,1307.78,-2762.9000000000015,875.24,-2.98,61231.98,62407.67,800.6200000000026,-6326.419999999998,-514.9300000000003,-1690.6199999999953,11.579999999999998,1175.689999999995,-1175.689999999995,1175.689999999995,0.0,51.58,25.97,396.6500000000001,7127.040000000001,92.85,3742046.35,82.49,8.39,949.62,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-15 16:00:00,62983.6,63777.0,62820.0,63300.1,32251.309,2044210700.6051,2024-07-15 16:00:00,63299.3,82.84,62317.48,58599.94,60458.71,64176.25,56741.17,66035.01,54882.4,12.29,1332.95,942.04,390.9,35.27,7.54,34.98,23.68,19087.232642857143,1313.49,-2840.590000000004,781.95,-0.62,61605.38,62764.32,876.9499999999971,-6558.130000000005,-534.9800000000032,-1693.9200000000055,12.840000000000003,1158.9400000000023,-1158.9400000000023,1158.9400000000023,0.0,52.84,27.730000000000004,390.9100000000001,7435.080000000002,100.0,3742154.19,83.8,8.31,950.14,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-15 20:00:00,63300.1,64900.0,63204.4,64696.1,31054.442,1993229376.5774,2024-07-15 20:00:00,64374.14,85.83,62870.02,58793.19,60831.61,64908.44,56754.78,66946.85,54716.36,13.4,1475.57,1048.74,426.82,39.0,6.63,37.55,25.34,20532.155714285713,1444.92,-3542.529999999999,1171.61,5.8,62080.75,63408.24,534.3000000000029,-7619.360000000001,-965.9000000000015,-2293.3899999999994,15.829999999999998,1327.489999999998,-1327.489999999998,1327.489999999998,0.0,55.83,32.37,426.8299999999999,8153.6600000000035,85.71,3765739.89,85.05,9.6,1003.39,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 00:00:00,64696.1,64948.7,64422.6,64727.8,12448.734,805130066.89,2024-07-16 00:00:00,64706.72,86.61,63377.09,59024.24,61200.66,65553.52,56847.81,67729.95,54671.38,14.22,1597.02,1158.4,438.62,37.85,6.37,39.95,27.36,20944.904285714285,412.74,-3506.0599999999977,1284.24,2.83,62610.19,63927.63,846.8000000000029,-7858.9100000000035,-779.0900000000038,-2096.529999999999,16.61,1317.439999999995,-1317.439999999995,1317.439999999995,0.0,56.61,31.48,438.6199999999999,8705.710000000006,92.85,3767734.62,87.55,10.3,969.3,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 04:00:00,64727.8,65019.7,62704.2,62902.2,41667.128,2650586326.0116,2024-07-16 04:00:00,63382.07,70.1,63560.79,59256.05,61408.42,65713.16,57103.68,67865.53,54951.31,14.02,1568.31,1240.38,327.92,31.97,16.9,39.3,27.81,22252.220785714286,1307.31,-1973.6500000000015,548.84,-17.56,62991.36,63709.41,2331.090000000004,-6278.389999999999,327.3400000000038,-390.7099999999991,0.09999999999999432,718.0500000000029,-718.0500000000029,718.0500000000029,0.0,40.099999999999994,15.07,327.92999999999984,8609.480000000003,100.0,3733193.46,74.71,7.21,1065.45,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 08:00:00,62902.2,63845.8,62350.3,63729.6,27914.817,1762069935.3616,2024-07-16 08:00:00,63413.82,70.25,63701.19,59497.63,61599.41,65802.97,57395.84,67904.75,55294.06,13.64,1530.47,1298.4,232.07,28.86,17.56,38.23,28.2,23265.92514285714,1013.7,-1814.4099999999962,-42.7,-9.65,63294.29,63591.17,2389.1500000000015,-6017.980000000003,177.34999999999854,-119.52999999999884,0.25,296.8799999999974,-296.8799999999974,0.0,0.0,40.25,11.3,232.06999999999994,8407.130000000005,92.85,3756770.33,67.21,6.62,1096.17,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 12:00:00,63729.6,64955.2,63029.3,64850.7,42885.964,2742639843.8668,2024-07-16 12:00:00,64421.47,74.51,63960.86,59775.49,61868.17,66053.54,57682.81,68146.22,55590.13,13.52,1563.77,1351.47,212.29,32.28,15.47,38.01,28.99,24933.475285714285,1667.55,-2553.300000000003,53.4,2.4,63546.22,63923.29,1632.0699999999924,-6738.6600000000035,-498.1800000000003,-875.25,4.510000000000005,377.0699999999997,-377.0699999999997,0.0,0.0,44.510000000000005,16.810000000000002,212.29999999999995,8370.729999999996,85.71,3795002.28,69.58,7.47,1155.44,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-07-16 16:00:00,64850.7,65213.7,64088.0,65134.2,27351.748,1768387420.1943,2024-07-16 16:00:00,64892.52,76.23,64256.67,60055.74,62156.21,66357.14,57955.28,68457.6,55854.81,13.51,1609.61,1403.1,206.51,31.63,14.39,37.97,29.34,26102.215428571428,1168.74,-2736.3099999999977,281.69,3.84,63781.52,64310.98,1464.6200000000026,-6937.239999999998,-581.5399999999936,-1111.0,6.230000000000004,529.4600000000064,-529.4600000000064,529.4600000000064,0.0,46.230000000000004,17.24,206.51,8401.86,92.85,3818490.71,71.04,7.98,1153.31,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
